X Y Z
0.99059093 0.31058553 0.00000000
0.72535717 0.69378549 0.00000000
-0.80420893 0.40220028 0.00000000
0.88293052 0.45659238 0.00000000
-0.68286085 0.62195790 0.00000000
-0.95199752 0.09702805 0.00000000
-1.04532838 0.20264752 0.00000000
-0.61451888 0.78349835 0.00000000
0.33693647 1.03894770 0.00000000
0.44649860 0.90854239 0.00000000
-0.46077618 0.79849738 0.00000000
0.43745923 0.86764771 0.00000000
-0.68791860 0.68844372 0.00000000
-0.98152488 0.07344784 0.00000000
-0.72370833 0.79149061 0.00000000
0.13855931 0.94018388 0.00000000
-0.04802995 1.08714998 0.00000000
-0.43355554 0.87163162 0.00000000
-0.74095219 0.69759923 0.00000000
-0.89634269 0.41571006 0.00000000
0.02029200 1.02992225 0.00000000
0.30452546 1.03737032 0.00000000
-0.95645595 0.38751921 0.00000000
0.31845230 1.08187282 0.00000000
0.64989185 0.63407552 0.00000000
-0.54908365 0.97065109 0.00000000
-0.01062604 1.03026450 0.00000000
-0.34058830 1.07113767 0.00000000
0.73969477 0.74068093 0.00000000
-0.81595290 0.72209686 0.00000000
0.30647621 0.94896346 0.00000000
0.70440036 0.58411115 0.00000000
-0.15954055 0.96163368 0.00000000
0.03282954 0.92450488 0.00000000
0.96438760 0.08583920 0.00000000
-0.92993909 0.31926301 0.00000000
0.37814513 0.92791045 0.00000000
-0.51241928 0.94096887 0.00000000
-0.92811280 0.28828204 0.00000000
0.81741410 0.43795112 0.00000000
0.01417536 0.94030464 0.00000000
0.83388650 0.13098155 0.00000000
-0.63317657 0.79971141 0.00000000
-1.04685783 0.10173497 0.00000000
-0.58005959 0.62405521 0.00000000
0.68379956 0.49208128 0.00000000
0.81182373 0.46742705 0.00000000
0.95712763 0.37440977 0.00000000
0.38013512 1.00820684 0.00000000
0.70044494 0.75050408 0.00000000
1.07130301 0.22775806 0.00000000
-0.97765672 0.25168189 0.00000000
-0.30829963 0.87764025 0.00000000
-0.74970078 0.65052295 0.00000000
-0.76971263 0.46827042 0.00000000
0.80111384 0.53809702 0.00000000
-0.69430161 0.70325613 0.00000000
0.07919606 0.99446273 0.00000000
0.98963171 -0.01430307 0.00000000
0.85161358 0.55975324 0.00000000
0.95990819 0.26708969 0.00000000
0.71338195 0.90767801 0.00000000
-0.68288779 0.70012349 0.00000000
-0.62912375 0.71694094 0.00000000
-0.96565521 0.22892562 0.00000000
0.80938584 0.43351069 0.00000000
0.83955014 0.50639027 0.00000000
-0.35491735 0.86162764 0.00000000
-0.89193666 0.41901934 0.00000000
0.68695855 0.56473553 0.00000000
-1.00531459 0.52702361 0.00000000
0.39498138 0.81297773 0.00000000
-0.12254722 1.16675842 0.00000000
0.07622240 1.06422222 0.00000000
-0.48013362 0.75095111 0.00000000
0.35253060 0.81526142 0.00000000
0.00065597 1.07270968 0.00000000
0.06915065 1.01008320 0.00000000
-0.71407658 0.61967337 0.00000000
0.41582873 0.97837520 0.00000000
0.52376401 0.81881583 0.00000000
0.57482088 0.85821491 0.00000000
1.04269004 0.14063530 0.00000000
0.99421751 0.04691217 0.00000000
-0.97420597 0.28424096 0.00000000
0.66276222 0.76506221 0.00000000
1.08555198 0.02606643 0.00000000
0.99444950 0.16184770 0.00000000
-1.09815764 -0.00765069 0.00000000
0.76592219 0.47855574 0.00000000
0.69897491 0.86540067 0.00000000
-0.25177628 0.98707366 0.00000000
-0.42829156 0.83750266 0.00000000
-0.68719262 0.65050966 0.00000000
0.97444195 0.32576203 0.00000000
0.50489932 0.74209440 0.00000000
-0.67979461 0.35354418 0.00000000
0.89615649 0.19137850 0.00000000
0.76057208 0.72761673 0.00000000
0.85040748 0.32684991 0.00000000
-1.02174830 0.14514060 0.00000000
0.82909477 0.55114633 0.00000000
-1.03012800 0.09510625 0.00000000
0.53650004 0.65995520 0.00000000
-0.09110876 1.18024790 0.00000000
-0.16994537 1.04922116 0.00000000
-0.94358921 0.13805813 0.00000000
0.22124471 0.80320472 0.00000000
-0.52838218 0.82499027 0.00000000
-1.08418751 0.19652052 0.00000000
-0.89140308 0.17202261 0.00000000
0.00318744 0.97066599 0.00000000
-0.48276412 0.87802696 0.00000000
-0.74157953 0.62739712 0.00000000
0.42399463 0.96833730 0.00000000
0.21754211 0.90546566 0.00000000
-0.87532610 0.44380823 0.00000000
-0.61493313 0.88435298 0.00000000
-0.29844028 0.88588941 0.00000000
0.08946892 0.96368998 0.00000000
-0.36747846 0.82503885 0.00000000
-1.06872702 -0.01521065 0.00000000
-0.87798721 0.37411177 0.00000000
-0.42531621 0.91156179 0.00000000
0.68541676 0.63338012 0.00000000
-0.66627276 0.81276208 0.00000000
-0.85971928 0.63154072 0.00000000
0.54438311 0.74146467 0.00000000
0.92118222 0.46916732 0.00000000
-0.22812501 0.92614502 0.00000000
-0.10722724 0.90651071 0.00000000
1.12417328 0.29126915 0.00000000
-0.72751015 0.78264350 0.00000000
0.78264558 0.69721663 0.00000000
-1.07704914 0.14835849 0.00000000
0.65402669 0.88625532 0.00000000
0.76623940 0.67615962 0.00000000
0.02944843 0.95110244 0.00000000
-0.23419414 0.94821060 0.00000000
-0.82209098 0.73781407 0.00000000
0.53599864 0.87603503 0.00000000
0.94437081 0.16507743 0.00000000
-1.04229724 0.22104655 0.00000000
-0.61275119 0.86179775 0.00000000
0.35987678 0.93581080 0.00000000
0.93988109 0.53922206 0.00000000
0.38855398 0.89277512 0.00000000
0.68506420 0.74499583 0.00000000
0.83120173 0.53825176 0.00000000
0.23699996 0.90268385 0.00000000
-0.38228062 0.80307055 0.00000000
0.79725564 0.36679158 0.00000000
0.92795861 0.21474431 0.00000000
0.86883420 0.59799963 0.00000000
-0.76255631 0.81954247 0.00000000
0.27388668 0.98479515 0.00000000
0.51671201 0.84418023 0.00000000
0.32262266 0.94218355 0.00000000
-0.30448714 1.13821030 0.00000000
-0.80270183 0.65973312 0.00000000
0.36886615 1.07695651 0.00000000
-0.75763261 0.68556917 0.00000000
-1.04639292 0.12989143 0.00000000
-0.10897390 1.12332845 0.00000000
-0.05273931 1.05995274 0.00000000
0.73069471 0.81314838 0.00000000
0.43859255 0.90684211 0.00000000
-1.00032854 0.19367124 0.00000000
0.95321727 0.20993151 0.00000000
-0.16047281 0.93438619 0.00000000
-1.01594329 0.13082106 0.00000000
-0.26523384 0.81702930 0.00000000
0.38978028 0.86745942 0.00000000
-0.39195710 0.76630914 0.00000000
-0.93442428 0.39096382 0.00000000
-0.81302714 0.36147285 0.00000000
0.91020811 0.48036405 0.00000000
0.15124601 0.90642720 0.00000000
0.66689080 0.82573283 0.00000000
-0.32632929 1.03393519 0.00000000
1.02128255 -0.03848249 0.00000000
-0.43562248 0.92372495 0.00000000
-0.18416131 0.94746780 0.00000000
0.98899710 0.41290480 0.00000000
-0.35395491 0.83182454 0.00000000
-0.42710018 0.89753389 0.00000000
0.17330156 0.95962191 0.00000000
1.01983535 0.20688739 0.00000000
-0.55741680 0.70073515 0.00000000
-0.71630543 0.69762737 0.00000000
-0.85847193 0.24870257 0.00000000
0.12720434 0.92998111 0.00000000
0.93227041 0.46226916 0.00000000
0.39941868 0.98764968 0.00000000
0.93848002 0.14538768 0.00000000
-0.05485909 1.15973485 0.00000000
0.66779983 0.76012993 0.00000000
0.82750273 0.54922813 0.00000000
-0.55581599 0.83129627 0.00000000
0.25545144 0.89268136 0.00000000
-0.80991977 0.77012098 0.00000000
0.95241606 0.19690529 0.00000000
-0.64097309 0.72140777 0.00000000
-0.47574407 0.95701724 0.00000000
0.89003050 0.19128509 0.00000000
0.22962676 1.10525024 0.00000000
0.91254592 -0.11672159 0.00000000
-0.27531263 1.01326931 0.00000000
0.60933018 0.77543080 0.00000000
-0.95531780 0.29517266 0.00000000
-1.07886231 0.33799100 0.00000000
-0.58722544 0.83285266 0.00000000
1.07519698 0.17955387 0.00000000
1.01945961 0.00819353 0.00000000
-0.74026555 0.62755752 0.00000000
-0.72807086 0.65120822 0.00000000
1.06303990 0.20661075 0.00000000
1.01815987 0.39166275 0.00000000
-0.92868704 0.00435513 0.00000000
-0.58820832 0.78734899 0.00000000
0.63712180 0.71242881 0.00000000
-0.93123734 0.35241818 0.00000000
0.68863767 0.62385404 0.00000000
-0.92145926 0.59080398 0.00000000
-0.88158715 0.42215896 0.00000000
-0.90243918 0.20504832 0.00000000
0.84448433 0.66870505 0.00000000
0.59413260 0.79181057 0.00000000
-0.46934262 0.89190012 0.00000000
-0.15870368 0.99055970 0.00000000
1.00291884 -0.09391109 0.00000000
-0.75290763 0.69047582 0.00000000
-0.64793426 0.68278468 0.00000000
0.27828017 1.02368033 0.00000000
-0.82107371 0.53846735 0.00000000
0.95374876 0.20645206 0.00000000
-0.15719245 1.01379991 0.00000000
-0.90805286 0.25335866 0.00000000
1.01381898 0.36986125 0.00000000
0.09744195 1.05943429 0.00000000
0.52864599 0.88983518 0.00000000
0.23322585 0.97349101 0.00000000
-0.73033708 0.55721915 0.00000000
0.09540204 0.82915545 0.00000000
0.60911721 0.73187906 0.00000000
-0.75215989 0.73005778 0.00000000
0.83567613 0.42336729 0.00000000
-0.25696051 0.87685782 0.00000000
-1.00339818 0.17107706 0.00000000
-0.75423241 0.53420305 0.00000000
-0.19399908 0.90839082 0.00000000
-0.40085289 1.06530607 0.00000000
0.00323331 0.99537039 0.00000000
0.74896854 0.26436841 0.00000000
-0.55416012 0.87871718 0.00000000
0.67824036 0.81875640 0.00000000
-0.50429487 0.81301010 0.00000000
0.03695484 1.04145527 0.00000000
0.56245810 0.73036081 0.00000000
0.59001833 0.62107289 0.00000000
-0.78703976 0.59197503 0.00000000
0.13059151 1.01099074 0.00000000
-0.73937744 0.57225734 0.00000000
-1.19492495 0.36322290 0.00000000
0.98239696 0.10957953 0.00000000
-0.16525209 0.93239403 0.00000000
-0.70885974 0.62283576 0.00000000
-0.91265208 -0.02663810 0.00000000
0.83162481 0.49963558 0.00000000
0.65748274 0.77453703 0.00000000
0.01916400 1.04698110 0.00000000
0.16657002 1.05756867 0.00000000
-0.12140284 1.03093433 0.00000000
0.79498237 0.54391307 0.00000000
0.86216199 0.49346161 0.00000000
0.94419461 0.21355861 0.00000000
-0.91057867 0.06795628 0.00000000
-1.02089071 0.13403009 0.00000000
0.68999463 0.79896635 0.00000000
0.14528868 0.93233669 0.00000000
-0.10454122 0.91459900 0.00000000
0.80407804 0.48413232 0.00000000
0.72655272 0.64319867 0.00000000
0.19544740 0.93847018 0.00000000
-0.68120599 0.75274634 0.00000000
-0.96797532 0.55164903 0.00000000
0.20684387 1.00605845 0.00000000
0.13526027 0.99859065 0.00000000
-0.96152288 0.29722610 0.00000000
-0.30943236 0.92210156 0.00000000
-0.74896860 0.62939817 0.00000000
1.21715105 0.27518931 0.00000000
-1.03985310 0.20073389 0.00000000
0.88880551 0.42384696 0.00000000
0.78090870 0.71190685 0.00000000
0.75009215 0.38464218 0.00000000
0.38308787 0.85739589 0.00000000
-0.02667832 0.83645546 0.00000000
-1.03734624 0.21744877 0.00000000
0.46991241 0.92984921 0.00000000
-0.84539837 0.42125013 0.00000000
-0.94461495 0.55952078 0.00000000
0.71746236 0.59851950 0.00000000
-0.85028034 0.54644454 0.00000000
-1.07344472 0.37295163 0.00000000
0.21357805 0.93765825 0.00000000
1.14229846 0.16616975 0.00000000
-0.97963762 -0.11971255 0.00000000
1.06785846 0.31872591 0.00000000
-0.94897676 0.00194572 0.00000000
-0.98549992 0.25124565 0.00000000
-0.79834032 0.37364000 0.00000000
-0.45326298 0.79093945 0.00000000
0.26113537 0.81249112 0.00000000
0.53826886 0.88345701 0.00000000
0.99147409 0.39932731 0.00000000
1.05738306 0.48857859 0.00000000
0.98072243 0.29434165 0.00000000
0.42353174 0.85747302 0.00000000
0.06198302 1.02695429 0.00000000
-1.04848647 0.23353069 0.00000000
-0.27029428 1.01964235 0.00000000
-0.22230396 0.90671325 0.00000000
0.46937340 0.91281080 0.00000000
0.82819039 0.37916875 0.00000000
0.52358687 0.86470556 0.00000000
0.94845498 0.23284675 0.00000000
-0.85605341 0.50195748 0.00000000
0.57939136 0.78738767 0.00000000
-0.76461875 0.59084111 0.00000000
-1.10321343 0.25916123 0.00000000
-0.72501266 0.69621682 0.00000000
0.99663335 -0.05287157 0.00000000
-0.95423806 0.33664945 0.00000000
-0.84031230 0.16325463 0.00000000
