X Y Z
0.09834515 -0.07531630 0.00000000
0.82613456 -0.42152935 0.00000000
1.69349110 -0.24743359 0.00000000
1.55689847 -0.45384708 0.00000000
0.54904836 -0.37314284 0.00000000
1.15903771 -0.38064402 0.00000000
0.27329472 -0.10864782 0.00000000
1.93677032 0.36398372 0.00000000
0.81434327 -0.51047474 0.00000000
1.68246162 -0.28523058 0.00000000
0.80573875 -0.41787800 0.00000000
1.46325231 -0.30226889 0.00000000
0.31265941 -0.29435325 0.00000000
1.42512476 -0.40522131 0.00000000
0.37980157 -0.16662125 0.00000000
0.35502830 -0.16327111 0.00000000
0.00247682 0.44197217 0.00000000
0.40310848 -0.35064143 0.00000000
0.90349054 -0.48472518 0.00000000
0.93240029 -0.45715100 0.00000000
0.24488114 -0.06096056 0.00000000
0.33848429 -0.33751139 0.00000000
0.48731425 -0.31544021 0.00000000
0.31439379 -0.27616462 0.00000000
1.31740105 -0.51481265 0.00000000
1.47813451 -0.33937144 0.00000000
1.67612290 -0.27405992 0.00000000
0.31499359 -0.26667023 0.00000000
1.36432922 -0.37128526 0.00000000
-0.00748119 0.29628450 0.00000000
0.25744602 -0.23482040 0.00000000
1.67374384 -0.14544089 0.00000000
0.25179434 -0.04097953 0.00000000
1.86238825 0.06554928 0.00000000
-0.02490436 0.49928901 0.00000000
0.29011613 -0.17717217 0.00000000
1.81061733 0.32866558 0.00000000
0.13741700 -0.04919435 0.00000000
1.79773617 -0.00209682 0.00000000
0.64049435 -0.35460261 0.00000000
0.85832196 -0.29136577 0.00000000
1.98274231 0.12941937 0.00000000
0.28709698 -0.08872822 0.00000000
1.80824494 -0.16445631 0.00000000
0.35660592 -0.44742376 0.00000000
0.25594562 -0.12323600 0.00000000
0.16297306 -0.31165338 0.00000000
1.87469935 -0.05761058 0.00000000
2.14236379 0.38818201 0.00000000
0.16816922 0.07768901 0.00000000
0.96425945 -0.57781297 0.00000000
1.93721056 0.13537194 0.00000000
0.71237707 -0.47857970 0.00000000
1.89465392 0.23484573 0.00000000
0.67756194 -0.39102098 0.00000000
1.44500506 -0.51238418 0.00000000
0.58884805 -0.52252126 0.00000000
1.53927732 -0.23684311 0.00000000
1.65284395 -0.29677379 0.00000000
1.99475074 0.27700427 0.00000000
0.02250431 0.38699231 0.00000000
0.38047835 -0.27238774 0.00000000
0.92866862 -0.43291378 0.00000000
0.24316633 -0.25289264 0.00000000
0.41230753 -0.23768774 0.00000000
0.05809673 0.04465275 0.00000000
0.43963131 -0.23067513 0.00000000
2.00148892 0.49192107 0.00000000
0.51082009 -0.34472290 0.00000000
1.97303152 0.49520189 0.00000000
0.36311489 -0.47059685 0.00000000
-0.07163537 0.58566535 0.00000000
0.78479844 -0.49281698 0.00000000
0.17224625 -0.05030451 0.00000000
0.76766539 -0.48629770 0.00000000
0.08443296 0.36105394 0.00000000
0.25945950 -0.19891383 0.00000000
-0.05377655 0.52063525 0.00000000
1.72994006 -0.24714096 0.00000000
1.81430876 -0.08646744 0.00000000
0.95974565 -0.58877081 0.00000000
0.36351034 -0.16193628 0.00000000
1.98770559 0.43783024 0.00000000
1.75755477 -0.07202829 0.00000000
1.11455190 -0.60946316 0.00000000
0.00152230 0.31441125 0.00000000
0.26462576 -0.14136253 0.00000000
1.08971858 -0.59714204 0.00000000
0.13026434 -0.04905418 0.00000000
1.97313809 0.62600106 0.00000000
-0.01733011 0.41255817 0.00000000
1.50594449 -0.28896552 0.00000000
1.07978976 -0.34744254 0.00000000
0.87126160 -0.40034905 0.00000000
0.11496425 0.02369832 0.00000000
0.76096046 -0.48401496 0.00000000
1.05296409 -0.64989614 0.00000000
0.55107248 -0.56895620 0.00000000
0.39008263 -0.17689742 0.00000000
1.96165216 0.27916270 0.00000000
1.97942531 -0.08575898 0.00000000
1.68688166 -0.21123050 0.00000000
1.89277732 0.50057745 0.00000000
1.78688562 0.16658537 0.00000000
1.21954894 -0.54851663 0.00000000
1.49171531 -0.37106034 0.00000000
0.60987145 -0.37281919 0.00000000
1.23360181 -0.55659169 0.00000000
1.08083689 -0.46354821 0.00000000
1.63165951 -0.18872726 0.00000000
0.81718135 -0.53110147 0.00000000
0.52549547 -0.48823881 0.00000000
1.83784008 0.52130866 0.00000000
-0.08485443 0.22479951 0.00000000
1.31906140 -0.47586754 0.00000000
0.42876825 -0.29357952 0.00000000
0.42476138 -0.27555591 0.00000000
1.95364201 0.46261027 0.00000000
2.08260798 0.32113990 0.00000000
0.01210838 0.44496027 0.00000000
1.86496425 0.13772148 0.00000000
1.36178184 -0.25565684 0.00000000
1.20527267 -0.55324495 0.00000000
0.72674781 -0.45588621 0.00000000
1.84969258 -0.04871522 0.00000000
0.99536663 -0.47507611 0.00000000
0.54573894 -0.43710911 0.00000000
0.07063892 -0.19010039 0.00000000
0.18708742 -0.09244414 0.00000000
1.16868389 -0.45288649 0.00000000
0.92176569 -0.44505978 0.00000000
1.53990984 -0.25942266 0.00000000
1.91918206 0.26390493 0.00000000
-0.04842134 0.29994395 0.00000000
1.05962408 -0.45244157 0.00000000
1.94264901 0.24924092 0.00000000
1.54979086 -0.35165083 0.00000000
1.62441456 -0.24877299 0.00000000
0.95462996 -0.38531268 0.00000000
1.98462129 0.19744581 0.00000000
0.07549437 0.27648726 0.00000000
1.80568981 -0.03886890 0.00000000
0.78548455 -0.39365113 0.00000000
-0.10026507 0.36279237 0.00000000
1.19612038 -0.44757947 0.00000000
1.70136130 -0.11174475 0.00000000
0.03507389 0.00644014 0.00000000
1.88001263 0.21076944 0.00000000
0.03754678 0.44868144 0.00000000
-0.07267211 0.07372257 0.00000000
1.69957840 -0.33698183 0.00000000
1.08894110 -0.41818035 0.00000000
1.64945805 -0.30192909 0.00000000
0.89726335 -0.53482985 0.00000000
0.53161621 -0.28290167 0.00000000
0.71451306 -0.45305136 0.00000000
0.13101991 0.18954310 0.00000000
0.06059539 0.33391964 0.00000000
1.67622983 -0.30638030 0.00000000
0.32209760 -0.15443057 0.00000000
2.00533748 0.57252049 0.00000000
-0.04947334 0.08433542 0.00000000
0.56227487 -0.28912944 0.00000000
0.19148026 0.05799890 0.00000000
1.73580384 -0.23468758 0.00000000
1.20793021 -0.56592816 0.00000000
1.88495684 -0.12098923 0.00000000
1.63830304 -0.16554986 0.00000000
1.84981954 -0.06910373 0.00000000
0.71415681 -0.50198364 0.00000000
0.96044523 -0.42924491 0.00000000
1.12036550 -0.45427257 0.00000000
0.11305571 0.37396637 0.00000000
0.87111557 -0.46389854 0.00000000
0.66574079 -0.33035353 0.00000000
1.47716749 -0.43511102 0.00000000
1.66521275 -0.25226468 0.00000000
0.14097938 0.24117148 0.00000000
2.04515147 -0.06783953 0.00000000
1.00199521 -0.59281963 0.00000000
0.92533249 -0.49737379 0.00000000
0.64255321 -0.35849640 0.00000000
0.98891938 -0.46701527 0.00000000
0.00229670 0.55038846 0.00000000
0.57706988 -0.47995600 0.00000000
1.25196183 -0.54838818 0.00000000
1.21546137 -0.45686039 0.00000000
0.07913954 -0.11372729 0.00000000
0.14223723 -0.06223113 0.00000000
0.72120398 -0.50925910 0.00000000
1.18319654 -0.41025525 0.00000000
0.26932189 -0.35054523 0.00000000
1.07676220 -0.51026976 0.00000000
1.73838449 -0.30427796 0.00000000
1.81342471 0.02044559 0.00000000
0.22211890 0.01670088 0.00000000
1.82469463 0.03132292 0.00000000
0.67426282 -0.68959618 0.00000000
0.99415350 -0.42487746 0.00000000
1.43257189 -0.40039146 0.00000000
0.11005376 -0.04362191 0.00000000
2.02775335 0.27060914 0.00000000
1.95154655 0.15440297 0.00000000
2.00254798 -0.05065010 0.00000000
2.05190015 0.30417889 0.00000000
1.89193070 0.12675495 0.00000000
0.62710112 -0.26786098 0.00000000
1.64873135 -0.27799490 0.00000000
0.02473580 0.35832152 0.00000000
0.06131946 0.10339668 0.00000000
2.04413748 0.32646993 0.00000000
0.04312589 0.26446468 0.00000000
-0.06336125 0.41348276 0.00000000
1.83841360 0.10538387 0.00000000
2.02036405 0.33153915 0.00000000
1.30393505 -0.40489471 0.00000000
1.71165991 -0.01566053 0.00000000
1.87728202 -0.08669124 0.00000000
1.90912163 0.19724455 0.00000000
-0.07763265 0.39510825 0.00000000
-0.02384665 0.46810561 0.00000000
1.79420662 -0.06456113 0.00000000
1.58108151 -0.29582942 0.00000000
1.12819362 -0.56472796 0.00000000
1.68357944 -0.28020284 0.00000000
2.04892921 0.24159192 0.00000000
1.49512744 -0.31319612 0.00000000
1.68736541 -0.24378523 0.00000000
1.96097839 0.20987126 0.00000000
2.00605655 0.26178524 0.00000000
0.94180197 -0.55371946 0.00000000
1.05770123 -0.64940488 0.00000000
1.85379410 0.13880219 0.00000000
2.03083324 0.30827004 0.00000000
0.02162150 0.27970347 0.00000000
1.93805218 0.15323524 0.00000000
1.85929191 0.16635810 0.00000000
0.29067045 -0.21291256 0.00000000
1.90046561 0.27807492 0.00000000
0.13258049 -0.16875738 0.00000000
-0.05351657 0.32788822 0.00000000
1.79646814 -0.10228038 0.00000000
1.55327952 -0.20261934 0.00000000
1.79460943 0.02022939 0.00000000
1.68013024 -0.14770474 0.00000000
0.45130840 -0.25386605 0.00000000
1.11686325 -0.39277679 0.00000000
1.70856345 -0.27858892 0.00000000
-0.01096434 0.13376606 0.00000000
1.33547914 -0.36489826 0.00000000
1.68568170 -0.16733339 0.00000000
0.18130678 -0.15374614 0.00000000
1.83363247 0.09119128 0.00000000
1.97509813 0.14869149 0.00000000
1.15532100 -0.50730294 0.00000000
1.37207270 -0.47165012 0.00000000
0.34046492 -0.02129647 0.00000000
1.28517759 -0.38596573 0.00000000
1.15488911 -0.52409184 0.00000000
-0.06071321 0.51502103 0.00000000
0.41425222 -0.24043317 0.00000000
2.18433046 0.36757991 0.00000000
1.28072679 -0.31252554 0.00000000
0.01022292 0.36899275 0.00000000
2.00611162 0.41880366 0.00000000
1.31630027 -0.51703364 0.00000000
1.23771191 -0.49976721 0.00000000
0.74024421 -0.45729530 0.00000000
-0.00341533 0.10960227 0.00000000
0.49795043 -0.26323789 0.00000000
0.10090008 0.18645367 0.00000000
-0.01239981 0.05092136 0.00000000
1.79959548 0.21175243 0.00000000
0.82545155 -0.43783316 0.00000000
0.04966435 0.14420882 0.00000000
0.61961752 -0.53398538 0.00000000
0.08711374 0.17433502 0.00000000
0.49218562 -0.27702716 0.00000000
0.26457036 -0.03498302 0.00000000
1.63240027 -0.19515540 0.00000000
0.63872027 -0.57126844 0.00000000
1.03823805 -0.53697592 0.00000000
0.55317384 -0.52564305 0.00000000
0.69511104 -0.56738764 0.00000000
1.28371549 -0.43432397 0.00000000
0.12176507 -0.08723687 0.00000000
0.06225774 0.31417888 0.00000000
1.13327706 -0.52701628 0.00000000
0.75976354 -0.46807504 0.00000000
1.82306588 0.05202334 0.00000000
1.53664994 -0.20916885 0.00000000
0.83962089 -0.65493977 0.00000000
-0.08264226 0.37247115 0.00000000
1.94364548 0.25536814 0.00000000
1.52129936 -0.37921849 0.00000000
1.09910715 -0.53622055 0.00000000
1.77445853 -0.06743960 0.00000000
1.43160260 -0.41349944 0.00000000
1.34613001 -0.35344338 0.00000000
0.99201316 -0.42196938 0.00000000
0.72172600 -0.41648287 0.00000000
1.78859615 0.07999679 0.00000000
0.08052463 -0.03682341 0.00000000
0.18911652 -0.14360307 0.00000000
0.60688674 -0.39652455 0.00000000
1.89120483 0.32232234 0.00000000
1.97333384 0.06894629 0.00000000
0.33821893 -0.40399623 0.00000000
1.59970593 -0.22065811 0.00000000
1.50961792 -0.43541542 0.00000000
0.32383734 -0.22592436 0.00000000
0.12289891 -0.19576743 0.00000000
0.47539318 -0.54399776 0.00000000
-0.08967882 0.23391961 0.00000000
2.01764989 0.25061557 0.00000000
1.95757771 0.44765431 0.00000000
0.21507540 0.01431190 0.00000000
1.93788874 -0.24265096 0.00000000
1.81222260 -0.12710446 0.00000000
1.80117011 -0.11873166 0.00000000
1.95198953 0.28898978 0.00000000
1.16641152 -0.50303787 0.00000000
1.96560287 0.20697373 0.00000000
0.34503117 -0.30111071 0.00000000
0.06414004 0.12966928 0.00000000
1.80001259 -0.03357318 0.00000000
0.43654323 -0.39687338 0.00000000
0.24526663 -0.28974232 0.00000000
1.54290330 -0.32532436 0.00000000
1.89852834 0.07366476 0.00000000
0.11882568 -0.00895123 0.00000000
0.35408875 -0.25199154 0.00000000
0.40345511 -0.27526900 0.00000000
-0.01385564 0.25934821 0.00000000
1.93796110 0.51165020 0.00000000
0.15025246 0.18655130 0.00000000
0.51281083 -0.39467588 0.00000000
1.90396750 0.36885795 0.00000000
0.25838289 -0.05830261 0.00000000
2.02492523 0.28372541 0.00000000
1.29876614 -0.43010044 0.00000000
-0.02813281 0.14297317 0.00000000
1.48130476 -0.38946187 0.00000000
0.65020728 -0.37779084 0.00000000
0.01800527 0.20602654 0.00000000
1.89809108 0.19782317 0.00000000
0.13677956 -0.20118035 0.00000000
1.94614673 0.25254589 0.00000000
1.86107588 0.06664644 0.00000000
2.13839173 0.43322581 0.00000000
0.04045793 0.18506800 0.00000000
0.90826488 -0.44468957 0.00000000
1.14591300 -0.38151535 0.00000000
0.90608668 -0.46750960 0.00000000
1.36670947 -0.56597960 0.00000000
1.34539557 -0.44047073 0.00000000
0.08811155 -0.04309510 0.00000000
0.06806595 0.19365071 0.00000000
1.57339954 -0.44235545 0.00000000
1.95518351 0.03672735 0.00000000
1.81119490 -0.17822121 0.00000000
1.81247544 0.00321434 0.00000000
1.78127730 -0.22916667 0.00000000
1.29372442 -0.40781674 0.00000000
0.47824723 -0.23484196 0.00000000
0.32007745 -0.11085916 0.00000000
1.71105599 -0.11187807 0.00000000
1.80688369 -0.15181975 0.00000000
1.73603392 -0.06808650 0.00000000
1.80395722 -0.11184239 0.00000000
1.90405047 -0.04791522 0.00000000
0.13745196 0.13381976 0.00000000
1.29211867 -0.42045924 0.00000000
0.77496219 -0.40397742 0.00000000
0.90942323 -0.48799309 0.00000000
0.06306157 0.01913432 0.00000000
1.94443345 0.00551977 0.00000000
1.48650694 -0.28459647 0.00000000
-0.04302928 0.13610932 0.00000000
0.66962165 -0.41827831 0.00000000
0.28428939 -0.22626607 0.00000000
-0.00261809 0.27218658 0.00000000
1.15337765 -0.41154438 0.00000000
1.89294302 0.24707843 0.00000000
0.49443549 -0.28172910 0.00000000
0.10810893 0.17915048 0.00000000
0.43053132 -0.37993273 0.00000000
1.19433796 -0.67699301 0.00000000
0.15361460 -0.27401328 0.00000000
1.84557986 -0.19334136 0.00000000
1.95134568 0.30908677 0.00000000
1.63312137 -0.27739489 0.00000000
0.60456121 -0.36714646 0.00000000
1.81517756 -0.04873930 0.00000000
0.74121565 -0.36764967 0.00000000
0.29927656 -0.22511888 0.00000000
0.36212352 -0.49143168 0.00000000
0.52322775 -0.37812111 0.00000000
1.07161701 -0.43204272 0.00000000
1.62481773 -0.25738215 0.00000000
0.07343368 0.10609879 0.00000000
-0.11236306 0.61274272 0.00000000
0.91706610 -0.59665811 0.00000000
1.89677143 0.23237878 0.00000000
0.07659104 0.16639522 0.00000000
